model,rmse,mae,r2,loss,time
ft-transformer,11.566696660592203,4.806697904885141,0.9211283326148987,0.09465427696704865,0.004427671432495117
autoint,12.399509603842036,5.125381827408432,0.9093617796897888,0.10877538472414017,0.0016303062438964844
cgr_tmlp_stage2,14.439593531437989,4.883266662061487,0.8770829439163208,0.14751341938972473,0.0034089088439941406
apar_cgr_tmlp,14.964146292167237,5.681752928970013,0.8679901957511902,0.15842562913894653,0.0029671192169189453
adr_tmlp,15.307479374900446,5.112806547971388,0.8618631362915039,0.16577878594398499,0.0034961700439453125
agsi_tmlp,15.597776128894234,4.902588682277269,0.8565740585327148,0.1721261739730835,0.003734111785888672
lar_tmlp,15.751282375262539,5.227761083726023,0.8537371158599854,0.1755308210849762,0.003916501998901367
tmlp,15.910376245015408,5.891568556029313,0.8507676124572754,0.1790945678949356,0.0016155242919921875
ggtm_tmlp,16.04894847875235,4.935303904502291,0.8481568098068237,0.18222783505916595,0.002716541290283203
ggpl_tabm_cgr,16.384353312337804,5.838936919171317,0.8417437672615051,0.18992413580417633,0.002841472625732422
hre_tmlp_dense_routing,16.38579878393094,4.778011231438654,0.8417158126831055,0.1899576485157013,0.0028314590454101562
hlr_tmlp,16.413562569627143,5.616830604912423,0.8411790132522583,0.19060193002223969,0.004624128341674805
hre_tmlp_no_balance,16.429283272620605,4.680228868043088,0.8408746123313904,0.19096718728542328,0.0030975341796875
sga_tmlp_lite_no_beta_reg,16.433645899216717,6.398659822616082,0.8407900929450989,0.1910686194896698,0.003103971481323242
sga_tmlp_lite,16.436777278013864,6.400695665511535,0.8407294154167175,0.19114145636558533,0.003093719482421875
sga_tmlp_lite_topk12,16.436777278013864,6.400695665511535,0.8407294154167175,0.19114145636558533,0.003134012222290039
sga_tmlp_lite_topk4,16.436777278013864,6.400695665511535,0.8407294154167175,0.19114145636558533,0.0032210350036621094
sga_tmlp_lite_no_corr_reg,16.437251386089738,6.400769614675596,0.8407202363014221,0.19115248322486877,0.003113985061645508
hre_tmlp,16.458578512752194,4.679647078597043,0.8403066396713257,0.19164884090423584,0.0029706954956054688
pr_tmlp_residual_no_balance,16.46769381054434,5.444754261466812,0.8401296734809875,0.19186118245124817,0.0027658939361572266
moe_tmlp_no_diversity,16.483948095293737,5.114213262751377,0.8398139476776123,0.19224011898040771,0.0028166770935058594
moe_tmlp,16.503285977845362,5.098969650977779,0.8394379019737244,0.19269146025180817,0.0024831295013427734
agr_tmlp_switch_hardlite,16.516380621176193,5.463201216574532,0.83918297290802,0.1929973065853119,0.004790306091308594
agpl_cgr_tmlp,16.553404545887584,5.194603286958511,0.83846116065979,0.19386358559131622,0.004678964614868164
hre_tmlp_no_div,16.599041120656917,4.715332592245204,0.8375692367553711,0.1949339210987091,0.003019094467163086
hre_tmlp_no_alpha,16.601364250674305,4.859883600252658,0.8375238180160522,0.19498856365680695,0.002857208251953125
pr_tmlp_residual_no_sparse,16.61147958902893,5.089371945836092,0.8373256921768188,0.19522620737552643,0.0024585723876953125
pr_tmlp_pure_experts,16.61889650570521,5.618855803610018,0.8371804356575012,0.19540059566497803,0.002262592315673828
ggpl_cgr_tmlp,16.65684830773499,5.217646294656845,0.8364359140396118,0.19629408419132233,0.0034487247467041016
agr_tmlp_switch_lite_td,16.69710312270861,5.262647162093003,0.8356444239616394,0.19724401831626892,0.004582405090332031
cgr_tmlp,16.707731562650338,5.703789779860358,0.8354350924491882,0.19749517738819122,0.003157377243041992
agr_tmlp_no_res_reg,16.756944559512572,5.185669443630559,0.8344641923904419,0.19866034388542175,0.002015352249145508
agr_tmlp,16.794032598954733,5.201487281867514,0.8337306380271912,0.19954067468643188,0.002025604248046875
cgr_tmlp_v2,16.87392272801582,5.235632748152,0.8321449756622314,0.20144367218017578,0.003393411636352539
agr_tmlp_gate_from_h_only,16.878875463803272,5.111098994546694,0.832046389579773,0.20156194269657135,0.001863241195678711
agr_tmlp_rex2_guarded_lite,16.907358084151863,5.1530197672555005,0.8314791321754456,0.20224279165267944,0.0037720203399658203
scgr_tmlp,16.92985464666043,5.499200453949015,0.8310303688049316,0.20278136432170868,0.003603696823120117
agr_tmlp_softgate,16.93688778794953,4.970343483406793,0.8308899402618408,0.20294983685016632,0.0021448135375976562
qcal_cgr_tmlp,16.938868655020574,5.37426334126701,0.83085036277771,0.2029973566532135,0.0037581920623779297
cgr_tmlp_v3,16.969129214420544,5.160473506860342,0.8302454948425293,0.2037232518196106,0.0038614273071289062
nr_cgr_tmlp,16.97043551883571,5.273996117892693,0.8302193284034729,0.20375464856624603,0.0035686492919921875
moe_tmlp_no_sparse,17.030080196127933,4.762084710339366,0.8290238380432129,0.20518939197063446,0.0027959346771240234
mlp,17.04302281230728,5.653484740565602,0.8287638425827026,0.20550142228603363,0.0010180473327636719
agr_tmlp_switch_lite,17.26654929680533,5.759606832982399,0.8242427110671997,0.21092727780342102,0.004530668258666992
agr_tmlp_no_err_head,17.275387624420972,5.404401547168675,0.824062705039978,0.21114321053028107,0.001725912094116211
tmlp-sr,17.410087525959234,4.9945769606023305,0.8213083744049072,0.21444867551326752,0.0
tmlp-sr-pee,17.411791383218358,5.683100260330377,0.8212734460830688,0.21449069678783417,0.0
sr_agr_tmlp_lite,17.419429171308263,5.402134893246,0.82111656665802,0.21467894315719604,0.0024919509887695312
pr_tmlp_residual,17.47203354579208,5.81879305483676,0.8200345635414124,0.21597746014595032,0.002317667007446289
pr_tmlp_residual_no_sep,17.47623107829898,5.82464960454206,0.8199480772018433,0.21608129143714905,0.0025472640991210938
baseline_tmlp,17.49224837233989,5.3247885494051275,0.8196178674697876,0.21647752821445465,0.0015184879302978516
hre_tmlp_no_global_residual,17.506428414465265,4.928142600228057,0.81932532787323,0.21682867407798767,0.0028569698333740234
agr_tmlp_rex2_lite,17.525651788092272,5.707166791685836,0.8189283013343811,0.21730509400367737,0.0032150745391845703
tmlp-sr-lgr,17.53106135945248,5.225758293866022,0.8188164830207825,0.21743924915790558,0.0
agr_tmlp_no_gate_reg,17.64052406494306,5.355444959676163,0.8165467977523804,0.22016307711601257,0.002051115036010742
rgc_cgr_tmlp,17.651519926101034,5.456557556448729,0.8163180351257324,0.2204376757144928,0.004254817962646484
iggpl_cgr_tmlp,17.77756672568109,6.1634045626777265,0.813685417175293,0.22359712421894073,0.004726409912109375
sga_tmlp_lite_no_featmix,17.89562942279997,5.909295067008372,0.8112025260925293,0.22657683491706848,0.0033142566680908203
xgboost,17.96742833710176,6.41282612952233,0.8096845149993896,0.22839857637882233,0.001535654067993164
sgg_cgr_tmlp,18.070629851799055,5.385336108143349,0.8074920177459717,0.23102986812591553,0.0037801265716552734
dcnv2,18.29773846756251,5.72740085159171,0.8026227951049805,0.23687343299388885,0.0014536380767822266
dpg_cgr_tmlp,19.24610241855689,6.565404543377042,0.7816326022148132,0.2620638608932495,0.0035185813903808594
ggpl_tmlp,19.282729346024887,6.427675345754267,0.7808007001876831,0.2630622386932373,0.0021681785583496094
ggpl_tmlp_mlphead,22.364340194103246,6.523376208247782,0.7051409482955933,0.35386180877685547,0.0025565624237060547
lightgbm,22.713861402595263,8.217483631409937,0.6958525667686513,0.36500893261110456,0.002450704574584961
node,23.457225868213996,6.4342691462164225,0.6756188869476318,0.389291375875473,0.01073765754699707
lgbm_cgr_hybrid,24.83706864056434,7.904757237115575,0.6363338232040405,0.4364376664161682,0.0006799697875976562
catboost,24.921051782807126,7.622126418485418,0.6338703098981788,0.43939416473604426,0.0011992454528808594
ggpl_tmlp_gluhead,25.02349814387813,6.8155347897105685,0.6308538913726807,0.4430141746997833,0.003213167190551758
ggpl_tmlp_gfg,26.46314295434925,6.59737299108923,0.5871568918228149,0.49545523524284363,0.00584721565246582
